['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 1],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 1],
['https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/080038.jpg', 'https://raw.githubusercontent.com/amandasongmm/impression_personality/master/for_amt/gt/152827.jpg', 'gt', '3-7', 'high-low', 0],
