A321YWMP74ULKH:3Q5ZZ9ZEVQMLTRO9GPU276TCO5H580,difficulty,8
A321YWMP74ULKH:3Q5ZZ9ZEVQMLTRO9GPU276TCO5H580,engagement,7
A1EGD98S2MCHV6:32EYX73OY2G8WBTKGZ8A6ZGXDEXURI,difficulty,3
A1EGD98S2MCHV6:32EYX73OY2G8WBTKGZ8A6ZGXDEXURI,engagement,6
A2Z3VYYYAIOGHC:37M28K1J0SK7JEW92PIA47ICWUCAJV,difficulty,2
A2Z3VYYYAIOGHC:37M28K1J0SK7JEW92PIA47ICWUCAJV,engagement,5
A2BRRE6BSJ6F7N:32Q90QCQ1US5KBJ30FK8158GWYAKEZ,difficulty,3
A2BRRE6BSJ6F7N:32Q90QCQ1US5KBJ30FK8158GWYAKEZ,engagement,6
A2OPNZHXKHMDIB:3A9AA95ATYT6ZJNQ26WDTSO2DFH5PK,difficulty,4
A2OPNZHXKHMDIB:3A9AA95ATYT6ZJNQ26WDTSO2DFH5PK,engagement,6
A14WQX002G4GNI:3COPXFW7XDJ9H28T9T0JVH7KA5CKPK,difficulty,4
A14WQX002G4GNI:3COPXFW7XDJ9H28T9T0JVH7KA5CKPK,engagement,6
A167SYXGXFU7C8:3B4YI393VB34ID1T6JDFH835EJWSSP,difficulty,5
A167SYXGXFU7C8:3B4YI393VB34ID1T6JDFH835EJWSSP,engagement,4
A37P99M7Q997H0:37FMASSAYEYG7DHVQLX6NHNI1X8IBM,difficulty,4
A37P99M7Q997H0:37FMASSAYEYG7DHVQLX6NHNI1X8IBM,engagement,8
A2C27YTQSQ1GXS:333U7HK6IBM5HLZLMZ9CU8QIHX9DJ0,difficulty,0
A2C27YTQSQ1GXS:333U7HK6IBM5HLZLMZ9CU8QIHX9DJ0,engagement,10
AIFNYG43ANHUU:38F71OA9GV3SGDJ2G2HUY0LKX4KFMH,difficulty,0
AIFNYG43ANHUU:38F71OA9GV3SGDJ2G2HUY0LKX4KFMH,engagement,5
A118DDPN3L1FBJ:3KYQYYSHYXEJIWQI2C1H2474GRJDOJ,difficulty,0
A118DDPN3L1FBJ:3KYQYYSHYXEJIWQI2C1H2474GRJDOJ,engagement,8
A2PCQNGK9C62J5:3OHYZ19UGECLKPN6I2AFC3ZYVOMOAS,difficulty,2
A2PCQNGK9C62J5:3OHYZ19UGECLKPN6I2AFC3ZYVOMOAS,engagement,4
AWAW665TQQP2F:3L0KT67Y8GN1EZD25P54ZUR6V4SYS9,difficulty,5
AWAW665TQQP2F:3L0KT67Y8GN1EZD25P54ZUR6V4SYS9,engagement,4
AAXL58HG7MRYY:3BXQMRHWK15HZVGSBRCTK0MN7RZUMV,difficulty,3
AAXL58HG7MRYY:3BXQMRHWK15HZVGSBRCTK0MN7RZUMV,engagement,7
A20P30E4PEFR1L:3VW6495TLL7YALPB4VXTHGF7CPOYYN,difficulty,2
A20P30E4PEFR1L:3VW6495TLL7YALPB4VXTHGF7CPOYYN,engagement,8
A2A4DJKCY4T6N5:3YWRV122CU62E6EOHQ2AFILSNMAU87,difficulty,5
A2A4DJKCY4T6N5:3YWRV122CU62E6EOHQ2AFILSNMAU87,engagement,5
A10M0S7FH5FZQ8:3TDXMTX3CD1A1100UUGYC11QNWY6IQ,difficulty,1
A10M0S7FH5FZQ8:3TDXMTX3CD1A1100UUGYC11QNWY6IQ,engagement,6
AO3LX5H2LFXV0:3C8HJ7UOP91YLUA2HEB11S1299EZMP,difficulty,4
AO3LX5H2LFXV0:3C8HJ7UOP91YLUA2HEB11S1299EZMP,engagement,7
A1TSD3O3C3ZUT6:3BXQMRHWK15HZVGSBRCTK0MN7RYUMU,difficulty,9
A1TSD3O3C3ZUT6:3BXQMRHWK15HZVGSBRCTK0MN7RYUMU,engagement,5
A1X2NKYJNHB1A5:3VP0C6EFSI3WXKQRF9EQ4U8745I6M6,difficulty,2
A1X2NKYJNHB1A5:3VP0C6EFSI3WXKQRF9EQ4U8745I6M6,engagement,7
ASPWHNX0SOMO3:3M0BCWMB8X3Y8810F21LO8WQG86WB7,difficulty,3
ASPWHNX0SOMO3:3M0BCWMB8X3Y8810F21LO8WQG86WB7,engagement,8
A29MNBUGZXT8AO:3VHP9MDGRPRF7R7B3DNGV4G83QHFC0,difficulty,4
A29MNBUGZXT8AO:3VHP9MDGRPRF7R7B3DNGV4G83QHFC0,engagement,7
A010889934657SC4PNL1O:3WJ1OXY92CNIZX0QBLLJFH9YGJJA8C,difficulty,2
A010889934657SC4PNL1O:3WJ1OXY92CNIZX0QBLLJFH9YGJJA8C,engagement,5
AONJLTBODD2WN:33LK57MYLVC1JPN71B7ND1081YWSZU,difficulty,4
AONJLTBODD2WN:33LK57MYLVC1JPN71B7ND1081YWSZU,engagement,7
ASDOYPL3T2CFL:37U1UTWH9XTAYEM7DW75A7Y8GN6R80,difficulty,6
ASDOYPL3T2CFL:37U1UTWH9XTAYEM7DW75A7Y8GN6R80,engagement,5
A1ZH2P24IXR29F:37WLF8U1WRX17WQOUX1APHG3F0NK6F,difficulty,0
A1ZH2P24IXR29F:37WLF8U1WRX17WQOUX1APHG3F0NK6F,engagement,8
A31Z5TPD8QKE26:3YZ8UPK3VVT4Q941Y2IFH4HBDDVUCD,difficulty,1
A31Z5TPD8QKE26:3YZ8UPK3VVT4Q941Y2IFH4HBDDVUCD,engagement,6
A31681CCEVDIH3:33LKR6A5KGR53TFEI03LVCCIQ2XT1V,difficulty,10
A31681CCEVDIH3:33LKR6A5KGR53TFEI03LVCCIQ2XT1V,engagement,8
A2PB0R5AI1BB1L:3ON104KXQM3EN9GR0NRYGUQK6GQW42,difficulty,5
A2PB0R5AI1BB1L:3ON104KXQM3EN9GR0NRYGUQK6GQW42,engagement,9
A140YQGGW69QK0:36NEMU28XHKURZ5X6RRU2O7KS7BMWN,difficulty,1
A140YQGGW69QK0:36NEMU28XHKURZ5X6RRU2O7KS7BMWN,engagement,6
A255YXKBL4SRKR:3RKNTXVS3O5HGWDOZIV6Y5TTEXO4A0,difficulty,6
A255YXKBL4SRKR:3RKNTXVS3O5HGWDOZIV6Y5TTEXO4A0,engagement,8
A31N1DL3PH6RMJ:34QN5IT0T1YMYK28JJOQQBXL7X808C,difficulty,3
A31N1DL3PH6RMJ:34QN5IT0T1YMYK28JJOQQBXL7X808C,engagement,6
A1B84JJ7ATWVJA:36W0OB37HYLCTG9RQHVO9NT6SNHHZ0,difficulty,6
A1B84JJ7ATWVJA:36W0OB37HYLCTG9RQHVO9NT6SNHHZ0,engagement,7
A1YSYI926BBOHW:3K9FOBBF2JQKYNEYEEZS6SF4ZQILNU,difficulty,2
A1YSYI926BBOHW:3K9FOBBF2JQKYNEYEEZS6SF4ZQILNU,engagement,8
A2ES419GAJ003R:36WLNQG781H4R8F9U27F22PQ943EBB,difficulty,3
A2ES419GAJ003R:36WLNQG781H4R8F9U27F22PQ943EBB,engagement,6
A27NBGO9FXJS8Q:3VHHR074H5OVV2MBY7I3AVTEZBD7L5,difficulty,6
A27NBGO9FXJS8Q:3VHHR074H5OVV2MBY7I3AVTEZBD7L5,engagement,7
AM6LICX2RIQ1Q:39GHHAVOMHYSHPGSTO8JR4WC4KJJ4W,difficulty,0
AM6LICX2RIQ1Q:39GHHAVOMHYSHPGSTO8JR4WC4KJJ4W,engagement,9
A26HH5XUH214F7:3NXNZ5RS1C40U0L29AFD5M2JZHX97B,difficulty,2
A26HH5XUH214F7:3NXNZ5RS1C40U0L29AFD5M2JZHX97B,engagement,4
A2YSF2OASBV1R2:3E47SOBEYS3ZHI914LT1Y1T0JICCIR,difficulty,3
A2YSF2OASBV1R2:3E47SOBEYS3ZHI914LT1Y1T0JICCIR,engagement,4
A2IY2RXNZ4UEPJ:3SNVL38CI6ZQNDZP4OEDBH8DBM2CK3,difficulty,1
A2IY2RXNZ4UEPJ:3SNVL38CI6ZQNDZP4OEDBH8DBM2CK3,engagement,6
