image_name	ethnicity	gender	age	beauty-female	beauty-male	
vc4641_cb.jpeg	WHITE	Male	54	58.844	51.102	
vc4739_cb.jpeg	WHITE	Male	25	61.806	55.772	
vc4004_cb.jpeg	WHITE	Male	25	61.398	58.562	
vc4014_cb.jpeg	WHITE	Male	47	80.929	77.024	
vc4220_tw.jpeg	WHITE	Male	48	64.674	61.568	
vc4362_cb.jpeg	WHITE	Female	48	48.193	46.727	
vc4537_cb.jpeg	WHITE	Male	39	60.159	61.517	
vc4527_cb.jpeg	INDIA	Male	36	80.193	73.247	
vc4555_cb.jpeg	ASIAN	Male	29	46.762	48.822	
vc4619_tw.jpeg	WHITE	Male	61	35.474	37.486	
vc4545_cb.jpeg	WHITE	Male	52	35.692	27.57	
vc4300_cb.jpeg	INDIA	Male	33	60.558	61.253	
vc4278_cb.jpeg	WHITE	Female	34	50.457	45.785	
vc4134_tw.jpeg	WHITE	Male	37	54.142	53.969	
vc4310_cb.jpeg	WHITE	Male	73	50.089	45.579	
vc4268_cb.jpeg	WHITE	Male	49	54.884	51.327	
vc4066_cb.jpeg	WHITE	Male	38	40.759	34.425	
vc4252_tw.jpeg	WHITE	Male	39	69.394	62.177	
vc4633_cb.jpeg	WHITE	Female	37	72.998	64.616	
vc4623_cb.jpeg	WHITE	Male	57	51.191	50.792	
vc4946_cb.jpeg	WHITE	Male	53	45.058	38.987	
vc4494_cb.jpeg	WHITE	Male	25	72.257	64.892	
vc4484_cb.jpeg	WHITE	Male	38	55.674	52.803	
vc4804_tw.jpeg	WHITE	Male	40	51.715	57.123	
vc4696_tw.jpeg	WHITE	Male	38	73.116	69.822	
vc4960_cb.jpeg	WHITE	Male	33	46.772	43.5	
vc4818_cb.jpeg	WHITE	Male	61	56.011	49.653	
vc4181_cb.jpeg	WHITE	Male	79	40.89	37.474	
vc4970_cb.jpeg	WHITE	Male	54	34.39	29.398	
vc4191_cb.jpeg	WHITE	Female	60	39.698	41.489	
vc4040_cb.jpeg	ASIAN	Female	26	57.492	60.114	
vc4138_cb.jpeg	WHITE	Female	44	50.426	43.039	
vc4050_cb.jpeg	WHITE	Male	31	74.441	71.214	
vc4128_cb.jpeg	ASIAN	Male	48	42.336	40.358	
vc4615_cb.jpeg	WHITE	Female	60	67.956	55.983	
vc4549_tw.jpeg	WHITE	Male	50	48.839	42.568	
vc4605_cb.jpeg	WHITE	Male	25	55.977	57.963	
vc4573_cb.jpeg	WHITE	Male	39	63.361	56.881	
vc4563_cb.jpeg	WHITE	Male	38	78.769	74.6	
vc4326_cb.jpeg	WHITE	Male	32	79.971	74.798	
vc4102_tw.jpeg	WHITE	Male	42	67.913	64.242	
vc4344_cb.jpeg	INDIA	Male	28	61.993	64.918	
vc4354_cb.jpeg	WHITE	Male	44	61.175	55.63	
vc4511_cb.jpeg	WHITE	Female	32	73.014	74.396	
vc4469_cb.jpeg	INDIA	Male	32	83.148	76.338	
vc4501_cb.jpeg	WHITE	Male	36	61.278	59.358	
vc4479_cb.jpeg	WHITE	Female	47	60.43	61.781	
vc4022_cb.jpeg	WHITE	Male	29	75.122	71.054	
vc4032_cb.jpeg	WHITE	Male	53	79.277	68.195	
vc4206_tw.jpeg	ASIAN	Male	59	31.889	27.311	
vc4902_cb.jpeg	WHITE	Male	24	61.259	55.674	
vc4912_cb.jpeg	WHITE	Male	51	61.477	63.075	
vc4285_cb.jpeg	INDIA	Female	39	63.934	57.242	
vc4434_cb.jpeg	WHITE	Male	56	53.245	47.432	
vc4424_cb.jpeg	WHITE	Male	64	48.339	38.297	
vc4768_tw.jpeg	WHITE	Male	40	70.213	66.904	
vc4055_tw.jpeg	INDIA	Male	47	56.276	51.98	
vc4319_cb.jpeg	WHITE	Male	44	53.754	43.868	
vc4261_cb.jpeg	ASIAN	Female	24	58.181	60.806	
vc4309_cb.jpeg	WHITE	Male	77	53.656	48.404	
vc4271_cb.jpeg	WHITE	Female	70	28.359	16.981	
vc4117_cb.jpeg	WHITE	Male	38	53.094	53.611	
vc4566_tw.jpeg	WHITE	Male	53	48.485	43.285	
vc4752_cb.jpeg	INDIA	Male	48	61.959	56.984	
vc4742_cb.jpeg	ASIAN	Male	34	59.948	58.616	
vc4827_cb.jpeg	WHITE	Female	54	61.144	61.094	
vc4837_cb.jpeg	ASIAN	Female	37	51.276	50.607	
vc4693_cb.jpeg	WHITE	Male	39	56.6	52.917	
vc4683_cb.jpeg	WHITE	Male	66	40.473	37.52	
vc4975_tw.jpeg	WHITE	Male	33	44.468	35.887	
vc4917_tw.jpeg	WHITE	Male	39	80.219	76.091	
vc4597_cb.jpeg	WHITE	Female	66	40.735	39.808	
vc4587_cb.jpeg	INDIA	Male	48	54.883	47.48	
vc4789_cb.jpeg	WHITE	Male	37	75.8	70.155	
vc4799_cb.jpeg	ASIAN	Female	36	85.232	79.415	
vc4845_cb.jpeg	ASIAN	Female	42	44.385	44.246	
vc4855_cb.jpeg	ASIAN	Male	40	50.991	45.537	
vc4504_tw.jpeg	BLACK	Male	74	44.201	35.294	
vc4648_cb.jpeg	INDIA	Male	25	59.267	54.229	
vc4730_cb.jpeg	WHITE	Male	46	56.002	47.383	
vc4984_cb.jpeg	WHITE	Male	25	74.298	67.338	
vc4229_tw.jpeg	WHITE	Male	33	67.499	62.362	
vc4165_cb.jpeg	WHITE	Male	72	63.945	57.623	
vc4203_cb.jpeg	ASIAN	Male	42	59.575	53.196	
vc4213_cb.jpeg	WHITE	Male	44	49.103	44.686	
vc4446_cb.jpeg	ASIAN	Female	33	80.484	74.561	
vc4548_tw.jpeg	WHITE	Male	39	43.084	44.305	
vc4604_cb.jpeg	WHITE	Male	55	41.324	30.347	
vc4614_cb.jpeg	WHITE	Male	54	67.462	59.915	
vc4129_cb.jpeg	ASIAN	Male	23	64.842	65.285	
vc4051_cb.jpeg	WHITE	Male	48	53.352	41.867	
vc4139_cb.jpeg	WHITE	Male	45	57.921	57.01	
vc4041_cb.jpeg	ASIAN	Male	58	56.138	54.702	
vc4337_cb.jpeg	WHITE	Male	38	59.447	59.04	
vc4327_cb.jpeg	INDIA	Male	33	60.557	55.485	
vc4562_cb.jpeg	WHITE	Male	72	59.283	56.475	
vc4572_cb.jpeg	WHITE	Male	43	38.933	37.636	
vc4697_tw.jpeg	WHITE	Female	58	53.789	48.581	
vc4190_cb.jpeg	WHITE	Male	60	48.135	42.764	
vc4809_cb.jpeg	WHITE	Female	45	66.767	64.938	
vc4971_cb.jpeg	WHITE	Male	55	55.577	50.581	
vc4819_cb.jpeg	WHITE	Male	70	45.755	47.68	
vc4180_cb.jpeg	WHITE	Male	59	57.286	49.174	
vc4961_cb.jpeg	WHITE	Male	32	71.368	63.676	
vc4913_cb.jpeg	WHITE	Male	26	70.792	67.38	
vc4903_cb.jpeg	WHITE	Male	67	37.345	36.707	
vc4284_cb.jpeg	WHITE	Male	46	54.297	50.768	
vc4478_cb.jpeg	WHITE	Male	59	47.742	47.67	
vc4500_cb.jpeg	WHITE	Male	48	49.743	56.517	
vc4468_cb.jpeg	WHITE	Female	44	71.531	69.189	
vc4510_cb.jpeg	WHITE	Male	56	55.386	53.586	
vc4980_tw.jpeg	INDIA	Male	40	50.698	46.833	
vc4355_cb.jpeg	WHITE	Male	28	71.705	68.355	
vc4345_cb.jpeg	WHITE	Male	33	75.217	67.404	
vc4033_cb.jpeg	INDIA	Male	31	73.847	68.124	
vc4217_tw.jpeg	WHITE	Male	35	61.939	59.394	
vc4023_cb.jpeg	BLACK	Male	32	53.804	51.597	
vc4682_cb.jpeg	WHITE	Male	42	58.398	54.332	
vc4692_cb.jpeg	WHITE	Male	47	65.946	55.363	
vc4836_cb.jpeg	WHITE	Male	61	53.187	44.125	
vc4826_cb.jpeg	WHITE	Male	47	50.049	50.184	
vc4974_tw.jpeg	WHITE	Male	51	77.285	70.207	
vc4270_cb.jpeg	WHITE	Male	33	55.468	50.853	
vc4044_tw.jpeg	BLACK	Male	47	74.057	65.419	
vc4054_tw.jpeg	WHITE	Male	47	91.271	84.131	
vc4318_cb.jpeg	WHITE	Male	24	78.373	73.035	
vc4425_cb.jpeg	WHITE	Male	39	61.7	57.861	
vc4435_cb.jpeg	WHITE	Male	46	88.275	84.612	
vc4743_cb.jpeg	ASIAN	Male	63	44.497	46.194	
vc4753_cb.jpeg	INDIA	Male	54	39.172	38.852	
vc4116_cb.jpeg	WHITE	Male	59	54.695	46.275	
vc4106_cb.jpeg	WHITE	Male	61	51.942	52.579	
vc4995_cb.jpeg	ASIAN	Male	46	55.744	55.054	
vc4985_cb.jpeg	WHITE	Male	40	70.416	63.132	
vc4721_cb.jpeg	BLACK	Male	44	73.814	70.785	
vc4731_cb.jpeg	WHITE	Male	65	45.139	39.566	
vc4649_cb.jpeg	WHITE	Male	61	63.793	63.005	
vc4447_cb.jpeg	WHITE	Male	37	60.327	56.558	
vc4202_cb.jpeg	ASIAN	Female	50	46.344	49.759	
vc4036_tw.jpeg	WHITE	Male	20	75.523	74.843	
vc4586_cb.jpeg	ASIAN	Male	48	42.674	45.404	
vc4596_cb.jpeg	WHITE	Male	48	54.566	50.005	
vc4916_tw.jpeg	WHITE	Male	40	66.459	68.287	
vc4854_cb.jpeg	WHITE	Female	29	63.354	63.194	
vc4844_cb.jpeg	ASIAN	Male	39	57.078	55.768	
vc4798_cb.jpeg	ASIAN	Female	54	47.481	45.932	
vc4788_cb.jpeg	ASIAN	Male	65	38.131	39.425	
vc4872_cb.jpeg	WHITE	Male	46	67.891	61.154	
vc4093_cb.jpeg	BLACK	Female	34	75.65	69.868	
vc4862_cb.jpeg	WHITE	Female	21	74.382	71.914	
vc4083_cb.jpeg	WHITE	Male	45	61.539	63.023	
vc4461_cb.jpeg	WHITE	Female	33	74.954	73.794	
vc4519_cb.jpeg	WHITE	Male	44	69.982	67.965	
vc4471_cb.jpeg	INDIA	Male	30	89.359	87.096	
vc4234_cb.jpeg	WHITE	Male	54	63.877	56.994	
vc4168_tw.jpeg	INDIA	Male	34	60.239	60.261	
vc4224_cb.jpeg	WHITE	Male	58	53.142	50.384	
vc4142_cb.jpeg	WHITE	Male	55	52.354	50.034	
vc4717_cb.jpeg	BLACK	Male	68	38.324	35.006	
vc4765_cb.jpeg	WHITE	Male	60	66.61	63.132	
vc4775_cb.jpeg	WHITE	Male	71	42.975	39.539	
vc4541_tw.jpeg	WHITE	Female	24	67.125	65.352	
vc4130_cb.jpeg	WHITE	Male	51	63.726	62.169	
vc4048_cb.jpeg	INDIA	Male	30	76.454	73.819	
vc4120_cb.jpeg	WHITE	Male	34	55.783	48.723	
vc4058_cb.jpeg	BLACK	Male	35	62.688	58.372	
vc4256_cb.jpeg	WHITE	Male	44	49.99	46.935	
vc4403_cb.jpeg	WHITE	Female	58	51.041	53.797	
vc4810_cb.jpeg	WHITE	Male	41	71.388	67.59	
vc4189_cb.jpeg	BLACK	Male	43	52.904	48.071	
vc4968_cb.jpeg	WHITE	Male	24	70.065	66.734	
vc4199_cb.jpeg	ASIAN	Female	47	37.0	34.699	
vc4015_cb.jpeg	WHITE	Male	46	57.665	56.962	
vc4738_cb.jpeg	WHITE	Male	31	77.948	71.799	
vc4640_cb.jpeg	WHITE	Male	58	51.038	50.288	
vc4464_tw.jpeg	WHITE	Male	29	89.553	83.032	
vc4650_cb.jpeg	WHITE	Male	70	60.236	52.811	
vc4526_cb.jpeg	INDIA	Male	38	70.996	69.779	
vc4157_tw.jpeg	WHITE	Male	25	62.302	57.398	
vc4363_cb.jpeg	WHITE	Male	50	57.785	50.616	
vc4867_tw.jpeg	INDIA	Male	35	86.632	85.113	
vc4877_tw.jpeg	WHITE	Male	35	80.48	80.037	
vc4298_tw.jpeg	WHITE	Male	66	47.172	44.505	
vc4935_cb.jpeg	BLACK	Male	42	63.267	55.454	
vc4925_cb.jpeg	WHITE	Male	40	65.599	62.2	
vc4781_cb.jpeg	ASIAN	Female	33	46.135	50.248	
vc4791_cb.jpeg	WHITE	Male	49	54.94	56.795	
vc4957_cb.jpeg	INDIA	Male	21	66.609	67.008	
vc4947_cb.jpeg	ASIAN	Male	29	64.353	59.549	
vc4815_tw.jpeg	WHITE	Male	58	82.37	74.237	
vc4495_cb.jpeg	WHITE	Female	47	48.153	39.617	
vc4269_cb.jpeg	WHITE	Male	66	43.441	44.733	
vc4311_cb.jpeg	WHITE	Male	41	60.023	58.023	
vc4279_cb.jpeg	WHITE	Male	43	55.416	55.192	
vc4135_tw.jpeg	WHITE	Male	49	50.973	42.761	
vc4301_cb.jpeg	INDIA	Male	61	50.806	47.666	
vc4544_cb.jpeg	BLACK	Male	23	75.923	75.903	
vc4632_cb.jpeg	WHITE	Male	45	59.345	57.97	
vc4077_cb.jpeg	WHITE	Male	48	68.658	63.307	
vc4886_cb.jpeg	WHITE	Male	44	44.399	38.996	
vc4067_cb.jpeg	WHITE	Male	47	49.179	39.901	
vc4286_cb.jpeg	WHITE	Male	46	65.783	61.572	
vc4296_cb.jpeg	WHITE	Male	44	64.048	59.085	
vc4879_cb.jpeg	WHITE	Male	35	73.513	70.379	
vc4901_cb.jpeg	WHITE	Male	39	50.865	49.337	
vc4098_cb.jpeg	WHITE	Male	26	53.581	64.002	
vc4869_cb.jpeg	WHITE	Male	35	63.773	60.664	
vc4088_cb.jpeg	WHITE	Male	67	37.704	39.265	
vc4911_cb.jpeg	WHITE	Male	30	71.6	68.359	
vc4450_tw.jpeg	INDIA	Male	30	55.829	54.203	
vc4159_cb.jpeg	WHITE	Male	64	56.13	50.759	
vc4021_cb.jpeg	BLACK	Male	40	74.982	75.243	
vc4031_cb.jpeg	WHITE	Male	27	79.437	71.987	
vc4347_cb.jpeg	WHITE	Male	41	69.868	71.882	
vc4357_cb.jpeg	WHITE	Male	55	56.476	56.537	
vc4512_cb.jpeg	WHITE	Male	52	66.263	66.219	
vc4502_cb.jpeg	WHITE	Male	43	74.566	70.61	
vc4408_cb.jpeg	ASIAN	Female	48	52.993	51.363	
vc4570_cb.jpeg	WHITE	Male	45	69.73	62.637	
vc4560_cb.jpeg	WHITE	Male	55	43.596	37.691	
vc4325_cb.jpeg	WHITE	Male	39	43.484	29.264	
vc4335_cb.jpeg	WHITE	Male	30	49.139	44.45	
vc4043_cb.jpeg	WHITE	Male	26	71.205	69.093	
vc4053_cb.jpeg	WHITE	Male	56	52.634	34.404	
vc4422_tw.jpeg	WHITE	Male	34	67.254	60.44	
vc4616_cb.jpeg	BLACK	Male	40	72.387	67.224	
vc4606_cb.jpeg	WHITE	Male	65	54.81	49.055	
vc4182_cb.jpeg	WHITE	Male	34	55.698	47.567	
vc4963_cb.jpeg	WHITE	Male	30	68.951	60.316	
vc4192_cb.jpeg	ASIAN	Male	65	63.896	62.485	
vc4973_cb.jpeg	BLACK	Male	75	45.161	36.646	
vc4695_tw.jpeg	WHITE	Male	49	54.222	54.15	
vc4959_tw.jpeg	INDIA	Male	33	80.266	81.121	
vc4200_cb.jpeg	WHITE	Male	64	56.792	54.506	
vc4034_tw.jpeg	WHITE	Male	36	82.003	76.345	
vc4210_cb.jpeg	ASIAN	Male	57	40.591	36.574	
vc4368_cb.jpeg	ASIAN	Male	69	47.574	46.514	
vc4024_tw.jpeg	WHITE	Male	41	58.298	46.747	
vc4733_cb.jpeg	WHITE	Male	52	58.833	62.319	
vc4723_cb.jpeg	WHITE	Female	50	58.666	52.907	
vc4166_cb.jpeg	WHITE	Male	71	46.138	36.876	
vc4987_cb.jpeg	WHITE	Male	47	58.8	56.159	
vc4846_cb.jpeg	ASIAN	Female	45	45.87	48.085	
vc4856_cb.jpeg	BLACK	Male	39	55.98	47.848	
vc4914_tw.jpeg	WHITE	Male	47	81.585	79.354	
vc4594_cb.jpeg	BLACK	Male	43	59.631	59.524	
vc4584_cb.jpeg	INDIA	Male	36	59.164	60.071	
vc4976_tw.jpeg	WHITE	Male	49	50.214	42.746	
vc4824_cb.jpeg	WHITE	Male	48	61.805	56.001	
vc4834_cb.jpeg	ASIAN	Female	53	60.097	58.389	
vc4690_cb.jpeg	WHITE	Male	42	60.523	54.81	
vc4680_cb.jpeg	WHITE	Male	44	46.135	47.771	
vc4104_cb.jpeg	WHITE	Male	28	71.914	70.145	
vc4114_cb.jpeg	WHITE	Male	40	63.151	62.974	
vc4751_cb.jpeg	WHITE	Male	65	48.619	40.235	
vc4629_cb.jpeg	WHITE	Male	54	56.088	51.348	
vc4741_cb.jpeg	ASIAN	Male	31	68.548	66.537	
vc4639_cb.jpeg	WHITE	Male	61	46.695	40.323	
vc4437_cb.jpeg	WHITE	Male	58	52.496	50.4	
vc4603_tw.jpeg	WHITE	Male	43	76.511	66.901	
vc4427_cb.jpeg	WHITE	Male	35	41.731	40.434	
vc4262_cb.jpeg	ASIAN	Male	46	60.671	59.105	
vc4056_tw.jpeg	ASIAN	Male	34	69.205	70.535	
vc4272_cb.jpeg	WHITE	Male	52	49.384	51.176	
vc4046_tw.jpeg	WHITE	Male	38	79.982	74.09	
vc4411_cb.jpeg	WHITE	Male	74	48.63	37.477	
vc4569_cb.jpeg	WHITE	Female	55	42.656	39.619	
vc4579_cb.jpeg	WHITE	Male	51	62.277	55.878	
vc4244_cb.jpeg	ASIAN	Male	43	53.916	52.311	
vc4891_tw.jpeg	ASIAN	Female	49	48.065	48.156	
vc4070_tw.jpeg	WHITE	Male	57	56.357	55.486	
vc4254_cb.jpeg	ASIAN	Male	45	41.285	47.452	
vc4881_tw.jpeg	INDIA	Male	24	84.698	81.221	
vc4118_tw.jpeg	WHITE	Female	48	56.595	48.575	
vc4122_cb.jpeg	WHITE	Female	21	69.086	70.652	
vc4543_tw.jpeg	ASIAN	Male	18	71.195	71.173	
vc4767_cb.jpeg	WHITE	Male	27	82.276	72.685	
vc4802_cb.jpeg	INDIA	Male	43	84.202	79.028	
vc4812_cb.jpeg	WHITE	Male	68	49.893	46.572	
vc4482_tw.jpeg	INDIA	Male	37	62.306	58.778	
vc4395_cb.jpeg	WHITE	Male	51	49.342	40.5	
vc4796_tw.jpeg	INDIA	Male	34	83.925	80.794	
vc4860_cb.jpeg	WHITE	Male	48	61.028	62.168	
vc4081_cb.jpeg	WHITE	Male	49	41.499	32.598	
vc4918_cb.jpeg	WHITE	Male	38	79.618	73.734	
vc4870_cb.jpeg	WHITE	Male	35	65.228	65.422	
vc4908_cb.jpeg	WHITE	Female	71	67.667	63.43	
vc4091_cb.jpeg	WHITE	Male	43	60.345	60.861	
vc4715_cb.jpeg	INDIA	Male	32	55.696	50.218	
vc4140_cb.jpeg	WHITE	Male	53	60.018	51.917	
vc4038_cb.jpeg	WHITE	Male	47	83.673	81.582	
vc4028_cb.jpeg	ASIAN	Male	50	48.501	46.205	
vc4226_cb.jpeg	ASIAN	Male	24	45.476	49.458	
vc4012_tw.jpeg	WHITE	Male	33	78.414	73.87	
vc4236_cb.jpeg	ASIAN	Male	41	80.681	76.975	
vc4473_cb.jpeg	WHITE	Male	62	51.373	47.081	
vc4463_cb.jpeg	WHITE	Female	35	67.048	60.701	
vc4497_cb.jpeg	WHITE	Male	30	69.173	67.825	
vc4487_cb.jpeg	WHITE	Female	34	48.361	54.69	
vc4945_cb.jpeg	ASIAN	Male	46	56.07	58.356	
vc4955_cb.jpeg	WHITE	Male	55	41.249	36.434	
vc4689_cb.jpeg	WHITE	Male	47	52.884	50.597	
vc4699_cb.jpeg	WHITE	Male	52	45.393	43.227	
vc4884_cb.jpeg	ASIAN	Male	35	47.517	47.121	
vc4065_cb.jpeg	WHITE	Male	45	75.966	71.124	
vc4894_cb.jpeg	BLACK	Male	29	45.674	36.888	
vc4075_cb.jpeg	WHITE	Male	71	44.61	44.752	
vc4748_cb.jpeg	INDIA	Male	29	55.311	49.776	
vc4630_cb.jpeg	WHITE	Male	39	49.888	48.564	
vc4758_cb.jpeg	WHITE	Male	58	70.844	65.704	
vc4620_cb.jpeg	WHITE	Male	53	49.392	50.044	
vc4556_cb.jpeg	WHITE	Male	34	67.559	65.58	
vc4772_tw.jpeg	WHITE	Male	53	53.069	48.336	
vc4546_cb.jpeg	WHITE	Male	52	50.663	49.548	
vc4303_cb.jpeg	INDIA	Male	31	73.372	72.686	
vc4313_cb.jpeg	WHITE	Male	37	46.964	42.807	
vc4219_cb.jpeg	WHITE	Male	68	36.253	29.006	
vc4361_cb.jpeg	INDIA	Male	41	87.776	85.06	
vc4209_cb.jpeg	BLACK	Male	53	58.805	58.054	
vc4371_cb.jpeg	ASIAN	Male	65	33.699	36.581	
vc4700_tw.jpeg	BLACK	Male	54	53.268	45.665	
vc4524_cb.jpeg	WHITE	Male	43	64.63	61.002	
vc4652_cb.jpeg	WHITE	Male	63	58.461	50.288	
vc4476_tw.jpeg	WHITE	Male	58	56.996	44.021	
vc4642_cb.jpeg	WHITE	Female	61	54.228	51.48	
vc4017_cb.jpeg	WHITE	Male	36	75.982	68.195	
vc4793_cb.jpeg	WHITE	Male	54	54.393	55.965	
vc4783_cb.jpeg	ASIAN	Female	55	37.372	32.521	
vc4927_cb.jpeg	WHITE	Male	31	68.057	64.489	
vc4937_cb.jpeg	INDIA	Male	42	74.852	71.605	
vc4875_tw.jpeg	ASIAN	Male	43	64.168	56.602	
vc4865_tw.jpeg	WHITE	Male	27	60.699	55.015	
vc4813_cb.jpeg	WHITE	Female	25	59.432	59.61	
vc4803_cb.jpeg	WHITE	Male	75	42.995	30.0	
vc4394_cb.jpeg	BLACK	Female	53	50.642	47.531	
vc4384_cb.jpeg	ASIAN	Male	59	52.418	46.853	
vc4880_tw.jpeg	WHITE	Male	46	63.234	59.427	
vc4255_cb.jpeg	ASIAN	Male	45	58.151	59.949	
vc4578_cb.jpeg	WHITE	Male	58	54.384	50.172	
vc4624_tw.jpeg	WHITE	Male	25	80.335	83.217	
vc4568_cb.jpeg	WHITE	Female	65	71.05	65.627	
vc4410_cb.jpeg	WHITE	Male	73	43.986	42.398	
vc4766_cb.jpeg	WHITE	Male	27	77.361	75.157	
vc4542_tw.jpeg	WHITE	Female	29	64.153	62.349	
vc4123_cb.jpeg	ASIAN	Male	33	28.685	32.314	
vc4029_cb.jpeg	WHITE	Male	29	82.476	77.949	
vc4039_cb.jpeg	WHITE	Male	61	53.957	48.468	
vc4141_cb.jpeg	WHITE	Male	53	46.421	42.285	
vc4448_tw.jpeg	WHITE	Female	27	58.424	59.453	
vc4714_cb.jpeg	WHITE	Male	41	77.148	66.674	
vc4462_cb.jpeg	ASIAN	Male	13	69.666	68.932	
vc4227_cb.jpeg	WHITE	Male	48	60.863	51.254	
vc4797_tw.jpeg	BLACK	Female	32	64.275	61.446	
vc4909_cb.jpeg	WHITE	Female	47	57.654	55.327	
vc4871_cb.jpeg	ASIAN	Female	47	70.274	67.397	
vc4080_cb.jpeg	WHITE	Male	58	47.701	52.746	
vc4919_cb.jpeg	WHITE	Male	41	52.651	46.232	
vc4861_cb.jpeg	WHITE	Male	28	48.111	37.104	
vc4621_cb.jpeg	BLACK	Male	50	64.947	64.906	
vc4759_cb.jpeg	ASIAN	Female	41	52.438	54.065	
vc4631_cb.jpeg	WHITE	Male	72	47.531	43.692	
vc4749_cb.jpeg	INDIA	Male	28	73.437	70.699	
vc4895_cb.jpeg	WHITE	Male	32	56.225	54.342	
vc4064_cb.jpeg	INDIA	Male	34	54.97	56.581	
vc4885_cb.jpeg	WHITE	Male	51	57.943	56.002	
vc4126_tw.jpeg	ASIAN	Male	36	57.851	62.523	
vc4302_cb.jpeg	WHITE	Male	46	52.276	50.321	
vc4547_cb.jpeg	WHITE	Male	76	47.401	45.411	
vc4557_cb.jpeg	WHITE	Male	48	66.702	62.677	
vc4486_cb.jpeg	WHITE	Male	34	60.589	54.394	
vc4496_cb.jpeg	WHITE	Male	28	64.568	64.529	
vc4698_cb.jpeg	WHITE	Male	22	74.641	70.505	
vc4688_cb.jpeg	WHITE	Male	32	67.598	60.457	
vc4954_cb.jpeg	WHITE	Male	35	48.282	41.227	
vc4944_cb.jpeg	WHITE	Male	21	76.636	74.378	
vc4936_cb.jpeg	INDIA	Male	23	63.146	61.77	
vc4926_cb.jpeg	WHITE	Male	27	76.346	74.89	
vc4782_cb.jpeg	ASIAN	Male	38	56.766	56.517	
vc4792_cb.jpeg	WHITE	Male	43	42.621	39.915	
vc4525_cb.jpeg	WHITE	Male	39	71.894	68.215	
vc4679_tw.jpeg	WHITE	Male	46	72.35	74.447	
vc4370_cb.jpeg	ASIAN	Male	65	28.743	20.947	
vc4208_cb.jpeg	WHITE	Male	32	52.465	59.488	
vc4360_cb.jpeg	ASIAN	Male	48	57.16	53.111	
vc4218_cb.jpeg	WHITE	Male	72	60.052	55.661	
vc4016_cb.jpeg	WHITE	Male	41	80.363	76.617	
vc4643_cb.jpeg	WHITE	Male	51	47.648	40.027	
vc4653_cb.jpeg	WHITE	Male	34	78.264	68.859	
vc4030_cb.jpeg	WHITE	Male	42	69.669	64.748	
vc4020_cb.jpeg	ASIAN	Male	34	69.826	71.651	
vc4158_cb.jpeg	WHITE	Male	51	83.952	75.851	
vc4451_tw.jpeg	WHITE	Male	44	62.736	59.88	
vc4503_cb.jpeg	ASIAN	Female	36	53.563	57.368	
vc4737_tw.jpeg	INDIA	Male	30	68.053	60.641	
