,feat_layer,rand_num,test_ratio,pca_num,imp1,train1,test1,imp2,train2,test2,imp3,train3,test3,imp4,train4,test4,imp5,train5,test5,imp6,train6,test6
0,conv53,0,0.2,150,trustworthy,0.6727442448094919,0.6252235207961317,intelligent,0.5850222174990034,0.5307767048966774,attractive,0.6751920802871384,0.680838763889144,aggressive,0.662932296933222,0.616310621620159,responsible,0.6535382445105553,0.5856392450201456,sociable,0.6956585699411797,0.6381913340345707
1,conv53,0,0.2,160,trustworthy,0.6792370784651349,0.6306980897038313,intelligent,0.590487810864626,0.5290220778604517,attractive,0.6830641212772562,0.672321780675003,aggressive,0.6689210845346538,0.6216779346902629,responsible,0.6572439718584243,0.5884910769454172,sociable,0.705387672016735,0.6405093182440467
2,conv53,0,0.2,170,trustworthy,0.6835898502454812,0.6405108595082469,intelligent,0.5974504316486009,0.5385421612081585,attractive,0.6889275180597286,0.6795220539045769,aggressive,0.6732994012666907,0.6246897019240952,responsible,0.6607046726612911,0.5916733557401987,sociable,0.7119862876013188,0.6477471660015183
3,conv53,0,0.2,180,trustworthy,0.6893581932685285,0.6287208225218816,intelligent,0.6026156217250134,0.5389170042289975,attractive,0.6942243261471787,0.67882531867215,aggressive,0.6828733771188977,0.6084380894445708,responsible,0.6657233625445811,0.5844895693228014,sociable,0.7174024671669224,0.6398031653729103
4,conv53,0,0.2,190,trustworthy,0.6925234598223071,0.6356916446767578,intelligent,0.6069195406348585,0.5458156984131173,attractive,0.6978629392795638,0.6775784746562229,aggressive,0.6891377358604854,0.6177850197277004,responsible,0.668234074809893,0.5861881873402564,sociable,0.7223944797948204,0.6453065262577873
5,conv53,0,0.2,200,trustworthy,0.6956308551418314,0.6289654094914171,intelligent,0.609891720110855,0.5414928212615275,attractive,0.6997166505714474,0.6791525796090435,aggressive,0.6909283378062687,0.614725747212585,responsible,0.6719272684464754,0.5892545262143413,sociable,0.7231719788996611,0.6428371595533845
6,conv53,0,0.2,210,trustworthy,0.6992108028012373,0.6327464819300619,intelligent,0.6171530640621729,0.5423040078326482,attractive,0.7035040484849855,0.6694504337417322,aggressive,0.6920857846788507,0.6171621547004437,responsible,0.6779810432398226,0.5890106899556408,sociable,0.7243051449331493,0.6426457804968133
7,conv53,0,0.2,220,trustworthy,0.7051796147725818,0.6301042431427748,intelligent,0.626624734967101,0.5353092214117555,attractive,0.7069773556576161,0.668027255841184,aggressive,0.6962476881081937,0.6128090217643005,responsible,0.6849171798687627,0.5801644559783464,sociable,0.7295195050652369,0.6457590279108465
8,conv53,0,0.2,230,trustworthy,0.7114109099795222,0.639245295659142,intelligent,0.6321480377223839,0.551146650983541,attractive,0.7110323750226921,0.6654721796775047,aggressive,0.7030212119830647,0.6131464194421746,responsible,0.6897992602544046,0.5870032035734657,sociable,0.738944012763111,0.6421123220906467
9,conv53,0,0.2,240,trustworthy,0.7138727867937168,0.6439900166487177,intelligent,0.6352446328635898,0.5556423129324742,attractive,0.7162527273077971,0.6688904381630956,aggressive,0.7070793023994406,0.6236799618719335,responsible,0.692964347968422,0.5931325999031495,sociable,0.7412209842314298,0.645906858186957
