,feat_layer,rand_num,test_ratio,pca_num,imp1,train1,test1,imp2,train2,test2,imp3,train3,test3,imp4,train4,test4,imp5,train5,test5,imp6,train6,test6
0,conv52,0,0.2,150,trustworthy,0.6508449849463583,0.5373103165997187,intelligent,0.5789871145044552,0.47412752685495285,attractive,0.6441888656674425,0.6338295419044925,aggressive,0.6392391516462999,0.5675101211421818,responsible,0.6354945163404692,0.49020146499972544,sociable,0.6665493577679803,0.5815730257082493
1,conv52,0,0.2,160,trustworthy,0.654561531525187,0.532581307789512,intelligent,0.5888137283973903,0.46027793370672193,attractive,0.6458282823348264,0.6317682237347784,aggressive,0.6429141654889816,0.5723284500382919,responsible,0.6414409228729888,0.48424151922201997,sociable,0.673922501553142,0.5826763075577934
2,conv52,0,0.2,170,trustworthy,0.6573285100825078,0.5322756690367687,intelligent,0.5922785110094715,0.4533574997885125,attractive,0.6501409555050991,0.6287011456174815,aggressive,0.64504633057079,0.5707917605867165,responsible,0.6435490538216032,0.4808693380293429,sociable,0.675899642026794,0.5770379205251503
3,conv52,0,0.2,180,trustworthy,0.6669537178746519,0.5437997912522845,intelligent,0.5970360588644166,0.459803488606593,attractive,0.6568160364475587,0.622884075609011,aggressive,0.6522635029842327,0.5813790810130484,responsible,0.6509894962275158,0.4893678045746921,sociable,0.6845095907712884,0.5862655074348885
4,conv52,0,0.2,190,trustworthy,0.6730639076346706,0.5353280489995113,intelligent,0.6078153104842923,0.45300880966978413,attractive,0.6623718824468705,0.6165411210810613,aggressive,0.6592232820675473,0.5720921276847394,responsible,0.6595793156437374,0.48603014800902516,sociable,0.6898483287879295,0.5842522609828699
5,conv52,0,0.2,200,trustworthy,0.6804906845168806,0.5342322681235308,intelligent,0.6142263750918918,0.45513144451690535,attractive,0.6678340527821147,0.6215488312484295,aggressive,0.6647680877602056,0.5778370593529111,responsible,0.6675892355352149,0.4867821378009525,sociable,0.6964348014686954,0.588621218926118
6,conv52,0,0.2,210,trustworthy,0.6830242566674154,0.5312316273127368,intelligent,0.6171814736380299,0.4419422002058158,attractive,0.6758492182812326,0.6131797565085666,aggressive,0.6681644324828184,0.5787331208292719,responsible,0.6710462708181028,0.48480043428849223,sociable,0.7002343651765173,0.5907286237349713
7,conv52,0,0.2,220,trustworthy,0.6859943321001303,0.5317143673645982,intelligent,0.6214262727706559,0.43983040683937064,attractive,0.6816340708201326,0.611383838797676,aggressive,0.6712044709186543,0.5851855869782141,responsible,0.6771150406663293,0.490287471815058,sociable,0.7047737846580672,0.5922659650395389
8,conv52,0,0.2,230,trustworthy,0.6944361178515417,0.5392363504735909,intelligent,0.6234893942377938,0.4399371260267453,attractive,0.6871759594236663,0.6144390826664727,aggressive,0.6785184214245141,0.5911550668503662,responsible,0.6845594109325279,0.4959015965319762,sociable,0.7110886890953013,0.6029458713356974
9,conv52,0,0.2,240,trustworthy,0.6957782579179979,0.5373615388789715,intelligent,0.6267128219289222,0.4390820104365276,attractive,0.6911347241990351,0.6190298637007207,aggressive,0.680428601080192,0.5877293273450562,responsible,0.6875990118821341,0.49473417709580236,sociable,0.7130879557988277,0.6007341437299936
