,feat_layer,rand_num,test_ratio,pca_num,imp1,train1,test1,imp2,train2,test2,imp3,train3,test3,imp4,train4,test4,imp5,train5,test5,imp6,train6,test6
0,conv53,0,0.2,100,trustworthy,0.6203828610342291,0.5496654321502433,intelligent,0.537572607020367,0.45821361945356803,attractive,0.5998500637423473,0.6109199732417766,aggressive,0.6052183913136845,0.5496871853001464,responsible,0.5924180924246998,0.47868953075344695,sociable,0.6363649954917401,0.5951271887372175
1,conv53,0,0.2,110,trustworthy,0.6239608703841452,0.5447005940118812,intelligent,0.5403857569191357,0.45488829724826274,attractive,0.6111999783080168,0.61596434763689,aggressive,0.6113890999021799,0.5422425406245365,responsible,0.5968235436728343,0.47389193829441884,sociable,0.6386404824101701,0.5940120469171508
2,conv53,0,0.2,120,trustworthy,0.6267340262859669,0.5473744104108228,intelligent,0.5448527343401783,0.45485034337944885,attractive,0.6213061143596968,0.6153129149820797,aggressive,0.6181943481254509,0.5414745866117107,responsible,0.5995874471773186,0.4751468641805289,sociable,0.6472798254788374,0.5878969132386077
3,conv53,0,0.2,130,trustworthy,0.6319038535672193,0.5484196499691082,intelligent,0.5527573050346735,0.44935903829870455,attractive,0.6286030711196813,0.6174721915432371,aggressive,0.6237984924274123,0.5457764822680146,responsible,0.6101320607404308,0.4740684943904227,sociable,0.650924754058712,0.5890133091220161
4,conv53,0,0.2,140,trustworthy,0.6370924657532318,0.5446662760827381,intelligent,0.558228980263006,0.45000538645978017,attractive,0.6403771832523495,0.6292997922185175,aggressive,0.6272576098339602,0.5505017995897121,responsible,0.6177382892207597,0.47421474175013145,sociable,0.6540896544016674,0.5917402210787562
5,conv53,0,0.2,150,trustworthy,0.6422701737610144,0.5418297595264282,intelligent,0.5645661941421112,0.45407307664752955,attractive,0.646962058736539,0.6386474178263423,aggressive,0.6317955736621381,0.5630515980451661,responsible,0.6245467276812899,0.4711672003632016,sociable,0.6582660393819241,0.5922110198110431
6,conv53,0,0.2,160,trustworthy,0.6451105900170588,0.5363891439271152,intelligent,0.5687169819632015,0.4529973472464371,attractive,0.6526762090687224,0.6345175160446311,aggressive,0.63593782537806,0.5590633296945525,responsible,0.6279048921626076,0.4683516207919925,sociable,0.6646070898100831,0.5879798635847542
7,conv53,0,0.2,170,trustworthy,0.6468847690966191,0.535637937306705,intelligent,0.5717573088723475,0.45110776073580283,attractive,0.6591443298622316,0.6401961175086068,aggressive,0.6410283078696146,0.556734086798191,responsible,0.6296253096597172,0.46712281463674565,sociable,0.6668145370193541,0.5918067833493497
8,conv53,0,0.2,180,trustworthy,0.6532308097318447,0.5393706327129083,intelligent,0.5807088790653466,0.45120087842473283,attractive,0.6637953349346482,0.640361431113166,aggressive,0.6477446734816591,0.5674756173724783,responsible,0.6366861765211836,0.4738545714462332,sociable,0.6718245608036606,0.5862053443709198
9,conv53,0,0.2,190,trustworthy,0.6569027151402271,0.5376450368647431,intelligent,0.5856489984817477,0.4503575462714371,attractive,0.6664909725191178,0.6390202084099892,aggressive,0.6514900419783717,0.5731652983984405,responsible,0.6399941113934609,0.4736804544718415,sociable,0.6754809366848523,0.5839967255122577
10,conv53,0,0.2,200,trustworthy,0.6661024697486783,0.546315177354233,intelligent,0.5967584639575185,0.4546461701350065,attractive,0.6712921777791154,0.6447413975946014,aggressive,0.6603068939168513,0.5779963245327845,responsible,0.6547189270466571,0.4733170949311972,sociable,0.6837841223975558,0.5837955002416634
11,conv53,1,0.2,100,trustworthy,0.605369994268461,0.5963260437109006,intelligent,0.5373441275085709,0.46254355072914977,attractive,0.6311843394667835,0.48310296522903867,aggressive,0.5978611089227055,0.5662506173541125,responsible,0.5744984732010229,0.5285408020288501,sociable,0.6451137729806032,0.5372248733304615
12,conv53,1,0.2,110,trustworthy,0.6136425015877246,0.5983448996412281,intelligent,0.543027950003159,0.46636843897528263,attractive,0.6433194039086553,0.49116866972768936,aggressive,0.6074110182728556,0.5633370562220945,responsible,0.5841020458013171,0.5361302538918553,sociable,0.649383288424685,0.5455018739849815
13,conv53,1,0.2,120,trustworthy,0.6150813950517416,0.5955501476150076,intelligent,0.5453749408774249,0.46448153488710814,attractive,0.6508143393668849,0.48951487823530465,aggressive,0.6107736390955604,0.562790465929839,responsible,0.5857318506751815,0.5355987594386133,sociable,0.654894223761492,0.5461592464664394
14,conv53,1,0.2,130,trustworthy,0.6231493539520763,0.5888774609428106,intelligent,0.5534160780672525,0.4568138523888498,attractive,0.6570398070337,0.5006054292070397,aggressive,0.6164014687029642,0.5614951971589531,responsible,0.5956404780804636,0.538112735763019,sociable,0.6597921720408119,0.5460486427777766
15,conv53,1,0.2,140,trustworthy,0.6264767634603821,0.5955051668373956,intelligent,0.560832185343239,0.451688002589093,attractive,0.6639380146354752,0.5123378688156358,aggressive,0.6219423400447462,0.5704950837047499,responsible,0.602967503292123,0.5374712401688576,sociable,0.6638272774061111,0.5558252377887015
16,conv53,1,0.2,150,trustworthy,0.6298582206580937,0.5887125821669207,intelligent,0.5649328201917587,0.44957689348567226,attractive,0.6763116219387355,0.5077153376184069,aggressive,0.6305192801075139,0.5663284335289398,responsible,0.6072718021752819,0.5358506434510676,sociable,0.6681533416087917,0.5568349389836409
17,conv53,1,0.2,160,trustworthy,0.6326169300822923,0.5885037663203045,intelligent,0.5715783569836458,0.44378230102622923,attractive,0.6826117011523993,0.5124994155336834,aggressive,0.6362858244088362,0.5703100169598071,responsible,0.6129571720509652,0.5364809241088608,sociable,0.6751473328037001,0.5550386983644522
