img_name,smile,gender,age,glasses,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,trustworthy,intelligent,attractive,aggressive,responsible,sociable,e_id,vc binary,vc fund,total binary,total fund,IPO,success,total_RDs
e8137_cb.jpg,0.986,female,23,NoGlasses,0,0.002,0,0,0.986,0.011,0,0,5.318667,5.5818205,5.7942286,2.934466,5.4708123,5.9619846,e8137,0,0,0,0,0,0,0
e10491_tw.jpg,0.008,male,25.1,ReadingGlasses,0.013,0.01,0.006,0.006,0.008,0.846,0.01,0.101,4.9919877,5.2819633,4.2365885,4.5418878,4.935866,4.582162,e10491,0,4.602059991,1,4.602059991,0,1,1
e9426_cb.jpg,1,male,34.6,NoGlasses,0,0,0,0,1,0,0,0,5.784794,5.851895,5.283645,2.3422365,5.752532,6.8261194,e9426,0,0,0,0,0,0,0
e12899_cb.jpg,0,male,32.6,ReadingGlasses,0,0,0,0,0,0.999,0,0,4.639577,4.9395285,4.5422654,4.233988,4.7335935,5.3442535,e12899,0,0,0,0,0,0,0
e11820_cb.jpg,0.168,male,45.9,NoGlasses,0,0.009,0,0,0.168,0.822,0,0,5.430483,5.8101773,5.57153,3.30309,5.6640234,5.919228,e11820,1,6.924279286,1,6.924279286,0,1,3
e4656_cb.jpg,0.015,male,30.7,NoGlasses,0,0.003,0,0,0.015,0.982,0,0,4.7736025,5.0370493,4.5952945,3.9278326,4.887918,5.408454,e4656,0,0,0,0,0,0,1
e6174_cb.jpg,0.994,male,23.2,NoGlasses,0,0,0,0,0.994,0.005,0,0,5.9254994,5.703308,5.929358,3.2692611,5.5816026,6.1465316,e6174,0,0,0,0,0,0,0
e14259_cb.jpg,0,male,43.7,NoGlasses,0.001,0,0,0,0,0.999,0,0,4.8028746,4.9015393,6.000022,3.4876916,4.995834,6.132105,e14259,0,0,0,0,0,0,0
e11079_cb.jpg,0.003,male,49.2,NoGlasses,0,0.004,0,0,0.003,0.992,0,0,4.952043,5.1494427,4.5254807,4.5051513,4.820854,5.211415,e11079,0,6.017033339,1,6.017033339,0,1,2
e11573_cb.jpg,1,male,42.4,ReadingGlasses,0,0,0,0,1,0,0,0,5.1049833,5.5083156,6.01304,3.2769823,5.653925,6.297097,e11573,0,0,0,0,0,0,0
e5465_cb.jpg,0.767,male,38.6,NoGlasses,0,0.001,0,0,0.767,0.232,0,0,4.6170874,4.382063,5.342854,3.2224221,4.4764104,6.3049254,e5465,0,5.397940009,1,5.397940009,0,1,1
e10071_cb.jpg,1,male,29.8,NoGlasses,0,0,0,0,1,0,0,0,5.470696,5.399268,5.666542,2.9470043,5.6832576,6.453229,e10071,0,0,0,0,0,0,0
e9580_cb.jpg,0.474,male,36.2,NoGlasses,0,0.001,0,0,0.474,0.525,0,0,5.3250947,5.486019,5.0003524,3.109642,5.4771185,6.2520165,e9580,1,7.255272505,1,7.255272505,0,1,2
e352_cb.jpg,0.83,female,29.7,NoGlasses,0,0.005,0,0,0.83,0.165,0.001,0,4.92208,4.924054,5.7028913,3.190003,4.925083,6.168371,e352,0,0,0,0,0,0,0
e13383_cb.jpg,0.418,female,37.2,NoGlasses,0.003,0.008,0.002,0,0.418,0.549,0.003,0.016,4.7221093,4.899197,4.0002093,3.997274,4.8206077,4.822326,e13383,1,5.799340549,1,5.799340549,0,1,1
e14798_cb.jpg,0.546,male,38,NoGlasses,0,0.002,0,0,0.546,0.451,0,0.001,5.1933436,5.7901354,5.1571484,3.6373386,5.4726696,5.8236914,e14798,0,0,0,0,0,0,0
e3385_cb.jpg,1,male,48.6,NoGlasses,0,0,0,0,1,0,0,0,5.8147216,5.858227,5.094997,2.4453275,6.1043687,6.9529123,e3385,0,5.698970004,1,5.698970004,0,1,1
e8301_cb.jpg,0.321,male,30.7,NoGlasses,0,0.002,0,0,0.321,0.676,0,0,5.170136,5.0198183,5.020942,3.4781294,5.1730886,6.0757456,e8301,0,0,0,0,0,0,0
e5243_cb.jpg,1,female,35.6,NoGlasses,0,0,0,0,1,0,0,0,5.8809443,5.506897,6.642307,2.584568,5.6242547,6.804965,e5243,0,0,0,0,0,0,0
e12842_cb.jpg,1,male,34.5,NoGlasses,0,0,0,0,1,0,0,0,5.401947,5.149627,6.36464,3.9016874,5.370022,6.420223,e12842,0,0,0,0,0,0,0
e3929_cb.jpg,0,male,30.1,NoGlasses,0.002,0.01,0,0,0,0.721,0.266,0.001,5.51218,5.8719616,4.81659,3.5013533,5.623561,6.39399,e3929,0,0,0,0,0,0,0
e3586_cb.jpg,0.986,female,29.5,NoGlasses,0,0.001,0,0,0.986,0.013,0,0,5.986143,5.7863846,5.3016043,3.0921702,5.850331,5.911852,e3586,1,7.478566496,1,7.478566496,1,1,2
e7704_cb.jpg,0.001,male,26.4,NoGlasses,0,0.001,0,0,0.001,0.99,0.008,0,4.7032475,4.7952065,5.044269,3.281292,4.8766155,5.921097,e7704,0,5.439332694,1,5.439332694,0,1,3
e6108_cb.jpg,0.987,male,40.1,NoGlasses,0,0.001,0,0,0.987,0.012,0,0,5.1529417,4.8020506,4.5725694,2.8877144,5.3712573,6.3333473,e6108,1,7.506505032,1,7.506505032,0,1,3
e233_cb.jpg,1,male,34.5,ReadingGlasses,0,0,0,0,1,0,0,0,5.6711917,5.5303464,4.667218,3.4370656,5.461421,5.780714,e233,0,5.051130789,1,5.051130789,0,1,2
e2066_cb.jpg,0.662,male,41.2,ReadingGlasses,0,0.003,0,0,0.662,0.336,0,0,4.2105694,4.41271,4.157818,3.653696,4.574224,5.4693456,e2066,1,7.477121255,1,7.477121255,0,1,1
e13879_cb.jpg,1,female,29.9,NoGlasses,0,0,0,0,1,0,0,0,6.0058975,5.8130245,5.504031,2.698906,6.109702,6.2767143,e13879,0,0,0,0,0,0,1
e6828_cb.jpg,0.036,male,31.5,NoGlasses,0,0.005,0,0,0.036,0.958,0,0,3.9499226,4.787656,5.091345,4.7692432,4.500336,4.569255,e6828,0,0,0,0,0,0,0
e14023_cb.jpg,1,male,47.3,NoGlasses,0,0,0,0,1,0,0,0,6.23489,6.1253176,4.822625,2.5222847,6.477033,6.8043995,e14023,0,6,1,6,0,1,1
e11629_cb.jpg,0.155,male,66.8,NoGlasses,0,0.003,0,0,0.155,0.84,0,0.001,5.1835113,5.3065653,4.4727345,3.4662662,5.3433256,5.4880576,e11629,1,7.812913357,1,7.812913357,0,1,2
e10580_cb.jpg,1,male,39,NoGlasses,0,0,0,0,1,0,0,0,5.6222577,5.8039284,5.025088,3.7214642,5.912739,5.769292,e10580,0,5.982723388,1,5.982723388,0,1,2
e11959_cb.jpg,1,male,33.9,NoGlasses,0,0,0,0,1,0,0,0,5.318769,5.184338,5.2131877,2.860145,5.188649,6.4266768,e11959,0,0,0,0,0,0,0
e7904_cb.jpg,0.956,male,30.4,ReadingGlasses,0,0.005,0,0,0.956,0.039,0,0,5.210998,4.964828,5.512803,3.564899,4.862194,5.5822763,e7904,0,0,0,0,0,0,1
